# Wavelength[Angstrom] Flux_16[erg/s/cm^2/A] Flux_22[erg/s/cm^2/A] Flux_30[erg/s/cm^2/A] Flux_40[erg/s/cm^2/A]
1.952499589975086110e+03 1.254907230528971882e-16 4.293147848734303226e-18 4.207050148432317647e-17 1.921011273127485057e-17
1.951752673901163234e+03 2.451467448348914560e-16 2.171444112862869077e-17 2.875136248481470490e-17 7.357079445985451136e-18
1.951006329064531656e+03 2.095902535429878839e-16 5.228127474495964302e-17 2.386135788668820186e-17 1.269651094279932697e-17
1.950260554810122585e+03 1.357603701109607742e-16 5.729506640059177439e-17 2.099569417528985718e-17 1.672662246114330703e-17
1.949515350483869724e+03 1.364096090677153352e-16 3.881409757344594342e-17 2.719809077280146173e-17 1.349016345390884426e-17
1.948770715432705174e+03 3.993216951358610654e-16 4.785116079540152770e-17 3.800945292034782470e-17 1.423151083746239896e-17
1.948026649004558294e+03 1.069812755486143343e-16 3.385195003128641876e-17 2.688715612572274350e-17 1.746485168309140055e-17
1.947283150548355025e+03 1.516461252839651917e-16 3.261436628259941601e-17 1.181668893745711106e-17 3.066882503117260578e-17
1.946540219414013336e+03 2.000196635867689809e-16 4.480099618680998718e-17 2.118500822432262410e-17 1.517731733977435066e-17
1.945797854952444595e+03 1.163979305564573856e-16 1.183565138359335437e-17 3.507656423102644805e-17 8.396701730140432569e-18
1.945056056515548562e+03 1.091399198079742203e-16 2.945618238271917384e-19 1.898233447284458540e-17 3.496180488196777535e-18
1.944314823456213844e+03 7.515744602500958649e-17 1.428676247272921480e-17 1.750790685152469911e-17 1.150922780789083361e-17
1.943574155128314715e+03 2.250508498668859083e-16 2.675446348203277359e-17 4.912643178458100151e-18 6.301972893464681557e-18
1.942834050886709520e+03 1.039114084598124270e-16 6.134796860745874777e-17 2.562118495649874309e-17 1.402496363240676135e-17
1.942094510087238859e+03 1.024734264426833225e-16 2.603176445648196433e-17 1.896135822075106125e-17 6.203075761802014383e-18
1.941355532086723997e+03 1.834327639295456789e-16 2.994148982148069316e-17 2.849462163331793713e-17 2.459352144257517821e-18
1.940617116242965039e+03 6.999101285522293852e-17 4.908495632026625262e-17 1.565356559878626736e-17 1.181303448042037638e-17
1.939879261914738208e+03 2.447636437483592108e-16 1.109421730212276281e-17 5.283267226369641964e-18 2.565993695203810259e-18
1.939141968461794931e+03 1.918875049144521307e-16 3.191512731356763811e-17 2.346426932875042109e-18 9.532930036293526119e-18
1.938405235244859341e+03 1.142522870543800083e-16 9.011740980817586363e-19 3.911771235878904185e-17 1.328320229320803607e-17
1.937669061625626682e+03 9.760945877886049724e-17 7.806043493158339806e-19 1.569258886396441278e-17 4.264550185784329194e-18
1.936933446966762176e+03 6.468479184012487488e-18 6.813531852618957427e-17 1.614920294301286848e-18 4.608807136512318150e-18
1.936198390631897610e+03 2.224258804741002144e-17 1.850897723623115533e-17 1.307680859111970625e-17 4.451542406040475302e-18
1.935463891985631108e+03 3.752689058629225511e-17 2.114711555206319722e-17 1.223966800113872522e-17 6.137177039963530559e-18
1.934729950393524177e+03 1.028173567292865390e-16 5.557154683031859913e-17 8.075361546963135045e-18 2.992127503313805627e-18
1.933996565222100116e+03 2.464933445745671249e-17 2.088706907031266863e-17 4.049497619777040258e-18 8.931661721674154044e-18
1.933263735838843104e+03 5.656297002503437389e-18 3.848418416374227636e-17 1.270252344909508783e-17 3.753018465615963831e-18
1.932531461612195017e+03 3.422053966712267473e-17 1.457013631429993107e-17 1.883522630077834825e-18 7.978789702028592839e-18
1.931799741911554520e+03 6.351745005265738772e-17 2.087755237129340500e-17 1.445228907715536562e-17 4.229181712519938661e-18
1.931068576107274566e+03 6.113285283455926111e-17 2.109418626944954663e-17 9.142847934064283102e-18 1.736785044638595772e-17
1.930337963570661714e+03 1.899881066257572547e-16 1.804431286012552616e-17 2.047125506181778623e-17 1.417688180968409143e-18
1.929607903673973397e+03 0.000000000000000000e+00 4.224469872719714651e-19 1.875855242007789530e-17 9.209355657396395758e-18
1.928878395790415880e+03 6.311236491549874546e-17 1.006620073079760104e-18 2.132983033442341702e-18 8.847434871534537248e-18
1.928149439294143122e+03 6.971639684852401342e-17 6.307200470994659553e-18 7.054738689914070941e-18 3.526074228069178336e-18
1.927421033560255182e+03 2.688193250768673053e-17 1.831104660033273513e-17 1.912342239433395843e-17 4.466248675971535295e-18
1.926693177964795495e+03 7.119775344608411416e-17 4.138775025967669984e-19 1.196424917840058462e-17 2.707670505509990046e-18
1.925965871884750186e+03 8.890804519735772030e-17 7.644691862684113039e-18 1.348924822588644707e-17 1.117714964706694965e-18
1.925239114698045341e+03 3.960584859883093570e-17 6.142664349959493282e-18 8.884791703548150236e-18 7.942037770550929231e-18
1.924512905783546103e+03 5.371555637185806150e-17 9.330128047153121718e-18 1.657455745486548002e-17 1.106292832178316417e-17
1.923787244521053935e+03 4.063941360776161208e-17 1.078863259269512537e-17 1.338751045378325661e-17 3.401329775464296241e-18
1.923062130291305493e+03 1.634016094919927155e-16 7.835574791322690995e-18 5.824778414530921178e-18 8.677444402258927814e-18
1.922337562475970799e+03 2.420021295660946693e-17 6.473564578671006104e-19 1.170138794083554736e-17 1.056163497880388907e-17
1.921613540457651425e+03 6.916936132573980702e-17 2.514190446168634661e-17 1.223121023115455215e-17 9.137203865636832378e-18
1.920890063619878674e+03 7.566245918711710346e-17 3.930638902281764745e-17 2.865016028109939448e-18 1.384707977365002176e-17
1.920167131347112445e+03 1.616625347422893088e-16 1.067874318794081575e-17 9.277067961792497293e-18 5.689500690909232647e-19
1.919444743024737818e+03 4.065356758474116752e-17 7.382669960976889918e-18 6.257752292619035223e-18 8.957159593782027086e-18
1.918722898039065285e+03 6.844998058485374590e-17 1.365764903970748699e-18 5.877856429729119310e-18 7.664001993427019112e-18
1.918001595777327566e+03 5.226226671474380786e-18 1.763693709857850018e-17 2.464707132355595091e-18 1.170342981839719812e-17
1.917280835627679380e+03 3.146610603320072366e-17 1.425915734182788188e-20 8.545315244083211336e-18 6.601742781383161349e-18
1.916560616979193583e+03 4.130254618330501957e-17 1.913150327230454193e-17 6.058055822717446093e-18 2.195570135162171121e-18
1.915840939221862072e+03 1.138703850316071855e-16 7.633120737079980749e-18 1.480344277726200026e-17 6.856640479458268145e-18
1.915121801746591018e+03 9.056795382457427207e-17 6.670144561786650913e-18 3.511308616786986804e-19 3.867454395878949673e-18
1.914403203945202222e+03 8.184355006482310804e-17 2.307851341474662530e-18 1.045057708224111069e-17 1.659947285610233021e-17
1.913685145210428573e+03 1.055724573243471614e-16 7.070370135050689490e-18 5.447177063841252200e-18 1.662818364307132995e-17
1.912967624935915637e+03 1.854220518074846259e-17 6.218600937484403826e-18 3.033457251863457640e-19 4.357857166945920715e-18
1.912250642516215748e+03 5.048530511403295886e-17 2.738411623799341599e-17 1.294385446088161799e-18 7.278892108371385939e-21
1.911534197346790506e+03 1.267717698711450082e-16 1.110257467699614457e-18 2.895398375689940849e-19 3.440426404903516575e-18
1.910818288824005776e+03 9.318205222534038095e-17 9.189262792853468312e-18 9.523156399139292980e-18 1.301282816126227966e-17
1.910102916345132599e+03 4.543111157746832863e-18 2.054713621450459138e-18 1.161294902258040232e-17 6.048923587708158835e-18
1.909388079308343322e+03 3.757985731641507583e-17 1.588399321691743257e-17 6.085367811631012328e-18 2.587884702010983087e-18
1.908673777112711150e+03 3.387174968871847744e-17 1.154374504728349389e-21 4.223616297205783782e-18 2.111907906912801807e-18
1.907960009158208095e+03 1.538449440320550704e-16 5.381145687303000427e-19 1.098540818328248292e-17 1.292586922670646887e-18
1.907246774845703612e+03 2.194959800149497472e-17 8.657082382242064218e-21 7.512835306449988825e-18 4.890797079751108213e-18
1.906534073576962783e+03 9.641051037640631667e-17 1.050650885510419882e-18 1.945411456971512819e-18 8.763673775467235648e-19
1.905821904754644493e+03 1.730478566698923872e-17 0.000000000000000000e+00 2.802457833093347303e-19 6.559054225385936241e-18
1.905110267782299161e+03 1.957371976276404840e-18 1.281552159438207086e-17 8.238611292380003412e-18 6.182043318638634053e-18
1.904399162064368738e+03 1.538873513175386770e-16 2.175897601704918129e-17 6.895079089551599979e-18 5.098692018620974548e-19
1.903688587006183070e+03 1.433643341302044409e-16 2.268228701093551347e-17 4.935423922318992904e-18 1.531383409253185393e-17
1.902978542013960350e+03 0.000000000000000000e+00 9.885049479778802175e-22 8.148967720463440983e-18 7.054872489156613487e-18
1.902269026494803029e+03 4.716793420020640692e-17 6.933627122642880418e-18 4.385029301649660259e-18 8.050557544983240902e-18
1.901560039856698495e+03 4.332170755722003325e-17 1.400546336707872477e-17 3.070804509291603837e-19 4.628379657032752746e-19
1.900851581508515665e+03 4.716853907063229051e-18 3.258153773836745400e-17 9.380565862348302237e-18 6.202338543990005046e-18
1.900143650860004755e+03 1.760295555906435522e-17 1.142705231188261284e-18 4.281323361956217523e-19 1.894599847617638209e-18
1.899436247321794781e+03 1.064610147304711128e-16 1.942492161384185774e-17 1.217676706229550340e-17 1.555837256520372821e-20
1.898729370305391512e+03 9.979634556529408303e-17 7.380250151904233499e-18 1.028191066258457869e-17 5.903499271066281836e-20
1.898023019223177016e+03 3.172768004943047502e-18 7.157670253780526948e-20 2.320460291795129431e-18 6.060071901317678882e-18
1.897317193488407156e+03 6.535570269348006922e-17 9.692446913780123394e-19 7.033328520741065377e-18 3.759205503164837159e-18
1.896611892515210684e+03 4.114547277139479616e-17 3.914031989962098687e-20 1.063904856216608078e-17 1.158801854731003037e-19
1.895907115718586738e+03 5.434339061742351968e-17 7.589960146095791585e-19 9.742679082955864876e-20 7.750516271361465898e-19
1.895202862514403478e+03 1.876318653203794332e-17 3.240346030392145159e-17 1.084387754059892577e-19 3.237234480064219361e-21
1.894499132319397404e+03 1.551752106641960590e-17 4.970134927917278670e-18 2.624649023074973266e-17 1.270279524700893790e-17
1.893795924551170401e+03 3.740869232428287439e-17 2.814368767611509959e-19 9.816915159357853985e-18 6.863542291986857342e-19
1.893093238628188828e+03 2.883615757290299873e-18 6.371426508789514413e-18 1.442120045155367994e-18 7.024156357033117676e-18
1.892391073969782155e+03 4.909724452946859402e-17 6.538183237291007556e-18 4.121379503721421541e-18 8.729124796591911827e-19
1.891689429996140916e+03 7.259387074995612746e-17 2.575055555981647062e-19 5.058874884942627170e-20 3.376430725233719209e-18
1.890988306128314889e+03 2.788592134920064211e-17 1.196295905220679295e-18 5.431689243188807392e-18 7.407498799258135557e-19
1.890287701788212189e+03 2.871965229957410584e-17 3.855587943303233115e-17 6.653205622089898200e-18 1.202841095839534402e-18
1.889587616398597220e+03 4.521211951709241763e-17 2.886768003315073692e-18 5.023686359115221401e-19 8.754530426892516332e-18
1.888888049383089083e+03 3.890718538402967450e-18 2.348144408831998468e-17 8.627862424589099794e-18 4.807814047662483094e-19
1.888189000166160440e+03 7.759915209997965288e-17 8.620678960291558645e-18 1.276430789241162749e-18 4.587357160577905203e-18
1.887490468173135696e+03 2.230932243827268283e-17 2.344308137498897841e-18 3.884384708488305724e-18 6.225504202111108253e-18
1.886792452830188495e+03 3.854361510766156000e-18 1.958671380671000693e-17 6.368652680837863140e-19 9.190356118849758355e-20
1.886094953564342177e+03 4.351396163153119530e-17 4.900001807460142652e-18 2.363247222775835189e-19 4.240754934913667661e-18
1.885397969803465912e+03 1.903523734740973648e-17 1.956904431963202795e-17 7.575215616438669616e-18 3.463794639040121486e-18
1.884701500976275383e+03 6.049671577680715669e-17 3.129276645626127333e-18 7.053706807028577971e-19 1.836865619617208627e-18
1.884005546512328920e+03 1.617948556534333086e-16 1.010892076115230426e-17 1.262352402847331164e-17 5.195200362597655488e-18
1.883310105842027951e+03 8.503379806812036005e-17 4.406167932755830667e-17 2.962249926238519686e-20 4.608074756126191872e-18
1.882615178396614056e+03 6.849748206854056535e-17 8.169192559811155566e-19 6.598016183781824643e-19 2.917315963099311186e-21
1.881920763608168954e+03 5.901790507850578866e-17 7.482683888346089229e-18 2.766293987761173101e-18 5.566028329056673953e-18
1.881226860909610878e+03 6.647416299682578223e-17 2.566510682771797941e-18 6.379002756864083191e-18 1.751292398286746116e-18
1.880533469734694108e+03 7.000707363282615049e-17 1.861320972330829802e-17 1.945904900522373464e-18 4.472654168766505641e-18
1.879840589518008755e+03 4.385785010538572601e-17 7.784906268655740454e-18 1.075514915674562686e-19 1.293919578942626607e-20
1.879148219694976660e+03 1.278662228927150666e-19 1.105437447792961207e-19 4.336027501891245043e-18 4.481133026016323786e-18
1.878456359701851170e+03 9.892052186856937444e-18 1.170634367246421179e-17 1.795610126652811285e-18 4.045350712396096724e-18
1.877765008975716682e+03 1.062144765130852777e-17 8.302979996152519078e-18 9.033817768994460759e-20 9.591389179597976305e-19
1.877074166954484554e+03 1.634976773754712244e-17 2.911790966084987613e-18 8.132707187066659720e-18 3.654331462047270853e-20
1.876383833076894007e+03 1.592649753529072453e-17 9.097020021763867792e-18 2.921891013259372459e-18 3.883679338007314872e-18
1.875694006782509632e+03 3.764725332216016082e-17 3.092643971815068313e-17 8.128526512581915139e-18 4.628869952121024984e-18
1.875004687511718657e+03 1.782207721669617772e-17 9.728009006551135065e-18 7.825677384925721493e-20 9.153608940603464440e-18
1.874315874705732313e+03 5.787684202305515750e-17 6.888304374857677389e-18 6.999756729456123232e-18 1.107949666071775072e-18
1.873627567806581510e+03 1.023079313771376875e-16 3.379761238234179698e-17 5.613394930208589646e-18 3.684191148011175531e-20
1.872939766257117071e+03 3.429867156541377142e-17 6.311928025154334214e-18 2.206318459473562698e-18 7.596749747119200700e-18
1.872252469501007226e+03 2.621179674959703910e-17 7.812271116450766992e-18 9.035891736369203460e-18 2.554789780132010769e-19
1.871565676982736477e+03 1.161150547965443213e-16 3.088567779287484331e-20 3.787876427200881266e-19 5.702796446257085500e-18
1.870879388147604914e+03 3.292298282315621623e-17 4.920033683336182250e-18 8.608881168810953701e-19 7.522763850555494192e-18
1.870193602441724806e+03 2.854156797673970616e-20 3.237077421680821092e-20 5.559454025932553949e-18 1.042532062142092002e-18
1.869508319312020831e+03 1.338653124783197079e-17 1.452431713215278145e-17 5.067442527032959703e-19 6.636672283103847585e-19
1.868823538206228250e+03 1.257149655227271143e-17 9.936709037824682764e-19 4.154743693092804341e-18 1.625984858048037452e-19
1.868139258572890867e+03 1.604675739040654805e-17 0.000000000000000000e+00 6.309507952985072724e-18 4.412243208998153631e-18
1.867455479861359890e+03 4.637939938873716681e-17 3.352866274075352662e-18 7.702994059347218077e-18 2.139761905222917094e-18
1.866772201521792567e+03 9.259013617894139231e-18 2.595813552195294608e-18 3.268903885887852810e-17 4.293315084465259685e-18
1.866089423005150365e+03 2.190348928387174907e-17 5.386154246646359197e-18 4.676783912698227076e-18 7.927706767361900206e-18
1.865407143763197610e+03 1.545374050251580601e-17 2.030683681048697478e-21 6.334296478182539084e-19 2.226784520113802422e-18
1.864725363248500571e+03 3.223560902008929507e-18 6.002135594458922220e-18 7.457896872134350278e-18 3.890307371382844793e-18
1.864044080914425422e+03 6.823276606324382071e-17 4.476531599019394746e-18 3.180521244837164290e-19 4.978248836388171506e-18
1.863363296215136188e+03 4.990899356011282576e-17 2.116157522065250643e-21 3.745147796765009133e-18 4.184478628331352086e-18
1.862683008605595433e+03 3.979477247509952448e-17 1.686788804414658131e-17 4.305125720781898295e-18 4.326395886574213270e-18
1.862003217541559707e+03 4.718711321225540532e-18 6.759908052446210580e-18 2.232849325515230487e-18 4.678694110202035202e-18
1.861323922479581142e+03 6.722163455983870339e-19 6.729341391049784677e-18 5.865062851434281831e-18 8.382802123569330176e-19
1.860645122877003814e+03 1.416863294479546070e-16 6.465777590555961574e-20 6.545029958574457368e-18 1.903307232945826440e-18
1.859966818191963512e+03 2.590587597536515540e-17 2.329804157591279764e-17 9.425711300475699646e-18 4.081106079283516134e-18
1.859289007883385466e+03 4.324694792039717260e-17 2.311400213835932588e-17 7.735069711309157010e-18 5.610718797351364492e-18
1.858611691410983440e+03 3.859737810484908908e-17 2.618489715760086334e-18 6.231905203871584940e-20 0.000000000000000000e+00
1.857934868235259046e+03 5.536541714645089525e-17 8.920310248917045186e-18 1.623121866262088819e-17 5.100758731570474722e-18
1.857258537817498336e+03 1.901718423309231455e-17 3.009819310187476857e-18 6.533276557712149823e-18 4.290141331013076272e-19
1.856582699619772029e+03 4.458317456701885485e-17 4.576428562524328528e-18 6.311459884609474476e-19 3.045586335336655030e-18
1.855907353104932781e+03 1.203178297885152876e-16 2.826515697070375774e-20 6.270777102735490620e-18 4.094716020811798650e-18
1.855232497736616324e+03 1.154999503593134096e-16 8.224745785862523717e-18 1.586858874103430092e-17 2.688151332299085662e-18
1.854558132979236234e+03 2.976892720514680312e-17 1.349958273000376940e-17 7.348292499837768357e-18 1.395798218579416160e-17
1.853884258297985980e+03 1.457610650541188474e-16 2.569013947880249042e-19 1.350542011230841536e-17 9.080013212533180256e-19
1.853210873158835057e+03 1.082260372963364271e-17 5.398402447204910028e-18 2.144855182416427275e-18 4.358045086714260643e-18
1.852537977028528985e+03 8.060027197865136155e-17 6.778763999405890233e-18 2.264740653256430033e-19 8.316879066045514342e-21
1.851865569374587949e+03 6.049734819878980863e-17 1.567334412512297357e-17 2.907555579536338780e-18 1.124793362349038756e-17
1.851193649665304065e+03 1.850267508328795059e-17 2.528741923852138686e-18 1.386885875655715045e-17 2.200424893548257516e-18
1.850522217369741838e+03 1.979709595033932286e-17 2.033095119959221823e-18 4.598428266985263444e-19 1.305012505044649213e-18
1.849851271957734525e+03 4.995863986761601971e-17 1.277209855163503073e-17 3.279560333168389219e-18 5.074788974570414026e-18
1.849180812899885495e+03 1.616008276957300065e-17 5.669296113886529984e-18 1.432568118613273130e-17 5.602572298361142267e-18
1.848510839667563687e+03 8.964330432380256717e-17 4.679125629329517110e-20 4.215532583441484868e-18 1.962886406959837844e-19
1.847841351732905423e+03 1.676208762439472332e-16 2.071086153036419226e-17 7.832242843919889785e-18 9.406473470395711358e-20
1.847172348568810776e+03 5.412768593098243269e-17 1.756175654621913749e-17 1.340945637495703395e-19 3.550142082072146024e-18
1.846503829648942428e+03 1.824468342412258880e-17 1.401160404637582743e-17 2.251248974913097669e-18 4.575426533171019914e-18
1.845835794447725903e+03 4.295234360394315265e-17 9.598617193022120988e-18 6.794275723499756344e-18 1.854762676094399084e-17
1.845168242440345693e+03 2.550227968760776432e-18 1.013506009559553150e-17 2.316336274195248904e-18 4.494080753167450244e-18
1.844501173102746179e+03 1.327684436655467221e-17 3.793076501724320688e-18 4.927886035868892610e-18 6.891548595723852083e-18
1.843834585911628437e+03 2.996147874444595968e-17 3.826576321827800482e-18 3.141761163276729454e-18 1.134279158052250827e-17
1.843168480344451154e+03 8.953899219893274468e-17 8.874954745823799160e-18 1.295134902917587011e-17 6.111218020515196005e-18
1.842502855879426534e+03 1.101389781410399951e-16 3.372293799100214872e-17 6.310843111968445689e-18 7.821469086466015429e-19
1.841837711995520522e+03 2.515655134455388824e-17 7.099584963465859799e-21 4.851159009620775063e-18 6.311156882550829479e-18
1.841173048172451445e+03 2.848069980295305967e-17 5.970716865341150273e-18 1.112781677402522536e-19 7.086658876750975443e-18
1.840508863890688417e+03 3.229853457912741771e-17 3.131252627672896034e-21 4.596888812336170333e-18 4.311062169416946951e-19
1.839845158631449294e+03 7.037092183321862734e-17 0.000000000000000000e+00 3.580680768092144588e-18 4.489686202340189806e-18
1.839181931876701356e+03 4.642031510887203379e-17 4.259350019974754288e-18 2.202955158236387323e-18 6.381011959309479548e-18
1.838519183109156529e+03 1.206613951169462553e-16 4.172046285835726510e-21 8.356274160817831596e-19 9.085724625223652697e-18
1.837856911812273893e+03 1.444032555390688344e-16 1.728761654879644192e-17 6.355274083150644819e-18 5.045862611557429035e-19
1.837195117470255582e+03 5.414649423737208804e-18 1.659099832823680277e-17 8.908947252089899454e-19 7.229477095468392402e-18
1.836533799568047016e+03 1.076120580576130476e-16 4.200677822017234674e-20 1.861084783538420491e-17 5.373202694084735389e-18
1.835872957591334625e+03 1.175939191875634571e-16 1.374926914235298505e-17 7.469038306020263365e-18 1.044868029684009972e-17
1.835212591026544260e+03 1.005006775419668158e-16 3.660610163101810069e-21 5.566998957686528167e-18 4.206285983581945276e-18
1.834552699360841871e+03 5.591867313138483976e-17 1.689399041210981916e-17 9.794699298945700651e-18 1.469115608922246175e-17
1.833893282082128962e+03 6.615517830007472791e-17 8.339128429866200789e-18 1.066058196922351458e-19 1.046073728116058280e-17
1.833234338679044640e+03 1.017325934834547887e-16 1.539215729015745521e-18 7.446009055691631188e-19 3.322883118525823086e-19
1.832575868640961744e+03 8.296635852453698117e-17 1.284557777374910449e-17 6.112931732568767011e-19 2.587728819486246934e-18
1.831917871457986621e+03 3.051910321131001335e-17 3.657795540654058539e-21 1.929483155486479236e-19 5.811601800329934023e-19
1.831260346620958217e+03 5.615553695104448963e-17 1.640875124352698296e-19 1.242614299124192860e-17 8.493069031497901315e-18
1.830603293621445800e+03 1.546529634829679691e-17 1.015181763731652021e-17 1.614330852670850654e-19 2.082096215395321727e-20
1.829946711951747830e+03 4.608855162839041689e-17 0.000000000000000000e+00 5.108251081275683908e-19 6.690176990828100974e-19
1.829290601104891493e+03 2.871380485522018661e-17 2.653241038330961274e-17 8.444667041475206569e-18 6.346046616479604783e-18
1.828634960574630213e+03 1.314532230892410906e-16 3.274972490417868162e-21 1.355206930830072715e-17 4.081315906074558169e-18
1.827979789855443414e+03 7.873746296844367472e-17 2.492627180743880133e-17 6.758609307394561340e-18 1.033624800535042155e-17
1.827325088442534252e+03 1.084343087992505285e-16 2.458679544233765524e-19 8.140051383113600016e-18 6.457821458564228082e-18
1.826670855831829385e+03 5.496391089559567973e-17 1.519756565167578184e-19 5.223303639433395605e-18 5.430205026520379341e-18
1.826017091519976475e+03 6.150642358573207012e-17 0.000000000000000000e+00 5.353323728063312625e-19 1.078659271023935400e-18
1.825363795004344183e+03 4.975489575975767661e-17 1.629336916937261159e-19 4.806165182528464953e-19 9.607335074995711612e-18
1.824710965783019901e+03 3.226327956582202926e-18 0.000000000000000000e+00 1.603342384481856641e-18 8.599772887459794553e-19
1.824058603354808611e+03 2.350125524934395178e-16 1.448067980203009655e-17 2.859836554772923501e-17 2.153039910091510174e-18
1.823406707219231748e+03 8.975466427389936682e-17 1.038187923452096663e-17 9.582411264428611317e-18 5.606923498854805347e-19
1.822755276876526295e+03 1.153655921795620565e-16 1.077263597698707246e-17 2.116939068457893341e-18 1.387386385025415554e-18
1.822104311827643414e+03 3.382813303820021991e-17 3.738959571619135094e-18 2.000905523896853904e-18 1.225284116433558353e-18
1.821453811574246174e+03 6.450916789617718940e-17 4.271465059716926045e-20 3.822838113478879323e-18 4.236169912985508906e-18
1.820803775618708869e+03 7.459930871142118443e-17 0.000000000000000000e+00 7.606575648322303452e-18 1.904615811871252690e-17
1.820154203464117472e+03 1.635454317972680122e-16 2.795554217174003954e-18 8.085797820138742908e-18 2.845308237240155630e-20
1.819505094614264863e+03 1.283614302049584563e-16 2.709384608205112905e-19 5.066027737191492914e-19 8.534930884202501650e-18
1.818856448573652870e+03 8.563709840627503847e-17 4.736290160301873319e-17 3.056547633495449477e-18 4.405636150442949128e-18
1.818208264847488408e+03 4.788934509157581898e-17 7.531224259939184931e-18 1.036821629477888598e-18 5.551948317663072385e-18
1.817560542941685299e+03 1.599798399342839842e-16 4.967270067886924259e-17 1.037279797770767849e-17 5.041729594640635957e-18
1.816913282362859263e+03 4.299012265800865399e-17 0.000000000000000000e+00 6.272182852255183898e-20 1.625193675203461012e-17
1.816266482618329746e+03 9.110179988746927543e-17 6.019204123537126030e-19 1.576382096714306604e-18 7.977611261239207269e-18
1.815620143216116730e+03 9.191437514277383959e-17 0.000000000000000000e+00 2.218222477874635675e-18 7.281498344331084759e-18
1.814974263664941191e+03 2.638318728004498094e-20 0.000000000000000000e+00 6.576095844188092501e-18 1.357746403847685534e-18
1.814328843474221912e+03 6.193696103320201073e-17 0.000000000000000000e+00 4.577338506863152257e-18 7.209131028517580485e-18
1.813683882154076173e+03 5.420578109892145050e-17 0.000000000000000000e+00 5.636418918155031158e-18 6.093972264226044232e-18
1.813039379215316558e+03 3.222070035158957667e-19 5.436359888230560899e-18 9.977928864531047190e-18 1.785217595424688699e-18
1.812395334169451644e+03 6.347211377709028514e-18 2.617449264829291145e-19 6.174329291117328120e-18 2.935141447256186380e-18
1.811751746528683498e+03 6.065213375298791654e-17 4.818053092035712741e-18 9.613995350068552199e-18 2.996190667652577512e-18
1.811108615805907220e+03 1.076231769954886724e-19 2.412987006323619543e-17 1.053456846484562800e-17 9.245027620109432465e-18
1.810465941514708220e+03 7.499782513509008368e-17 0.000000000000000000e+00 3.922966863867081102e-19 1.077627941894727700e-17
1.809823723169363120e+03 5.878186996299596395e-17 8.948504314260590502e-18 5.241786862230853512e-18 4.870882915038155787e-18
1.809181960284837487e+03 7.965954672837103828e-17 6.761340911564329336e-20 1.256681759880098727e-17 4.404802908419688377e-18
1.808540652376784010e+03 1.711241873075575481e-17 0.000000000000000000e+00 7.435835544003669466e-18 1.085834572270105877e-18
1.807899798961542274e+03 7.925977816541841815e-17 1.729140847550059030e-17 2.195588575390404338e-18 3.877266119469524166e-18
1.807259399556137168e+03 4.599595107491982781e-19 4.308278784527721908e-18 0.000000000000000000e+00 1.701924670360781337e-18
1.806619453678277296e+03 6.593235428049957989e-17 0.000000000000000000e+00 5.099544813002908344e-18 1.493847392242823329e-17
1.805979960846354516e+03 2.160639847828764592e-17 3.207702159287192428e-19 1.064398771828091292e-17 9.391024343571424652e-18
1.805340920579442127e+03 7.042793623589945093e-17 1.469303170223037211e-17 1.178171450730913767e-17 5.389780586522284784e-18
1.804702332397294185e+03 4.160723030044063935e-17 3.824215758789152157e-21 2.253801382884835194e-18 1.176233099431920431e-17
1.804064195820344139e+03 3.684962100858334959e-20 2.171244117536504123e-17 4.448324261692040814e-19 8.874580811810958477e-19
1.803426510369702555e+03 5.803924993981193623e-19 2.815935653990501011e-21 1.794399736656169331e-18 4.964335408016087717e-18
1.802789275567157574e+03 5.654029933272064041e-17 4.070786674026530171e-18 1.106861718199212826e-17 5.815519671589451214e-20
1.802152490935172864e+03 3.192296587278051887e-17 0.000000000000000000e+00 4.161891166419323904e-19 2.826592621694985177e-18
1.801516155996886937e+03 3.241483951608344968e-17 8.866748657621199871e-18 4.817513005174035245e-18 3.464463076600477651e-18
1.800880270276110878e+03 5.910253009534359216e-17 0.000000000000000000e+00 9.609081871344746123e-18 7.062580088859837883e-18
1.800244833297328569e+03 7.778290053786978213e-17 0.000000000000000000e+00 9.011216999919052044e-18 8.057701460477305906e-18
1.799609844585693736e+03 5.490183731421536926e-18 0.000000000000000000e+00 6.004437513699147770e-18 1.693344977077939507e-18
1.798975303667031085e+03 5.069742299198066412e-17 0.000000000000000000e+00 1.018419349995098295e-18 5.594833800952684340e-18
1.798341210067833345e+03 4.142827403243471763e-18 0.000000000000000000e+00 2.366525900594915208e-18 1.448921284286225390e-17
1.797707563315260359e+03 8.412674703751493235e-19 0.000000000000000000e+00 1.690286711037229214e-17 5.794788221968357873e-18
1.797074362937138403e+03 1.175001228207721878e-17 1.041413507295581689e-17 1.882544565164808139e-17 1.835887979992507660e-18
1.796441608461958367e+03 7.537453758114926002e-17 1.917619074689812109e-17 2.061745303866610634e-18 2.954338984840937592e-18
1.795809299418876208e+03 9.123994882909620006e-17 9.700736230079843838e-19 1.464720967721216867e-18 5.698721680149752755e-18
1.795177435337708857e+03 4.504258077233595535e-21 0.000000000000000000e+00 9.284323095233638411e-18 1.556313499708472743e-17
1.794546015748935815e+03 8.257451061582919809e-18 5.999738596597384742e-20 4.683595819687616088e-19 1.047849469016345705e-18
