# Wavelength[Angstrom] Flux_16[erg/s/cm^2/A] Flux_22[erg/s/cm^2/A] Flux_30[erg/s/cm^2/A] Flux_40[erg/s/cm^2/A]
5.215167375581751230e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.214634349839388960e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.214101433043638281e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.213568625161099135e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.213035926158388520e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.212503336002134802e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.211970854658981125e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.211438482095582003e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.210906218278607867e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.210374063174743924e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.209842016750684479e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.209310078973140890e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.208778249808838154e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.400962943487054563e-17
5.208246529224512642e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.234981441115675171e-16
5.207714917186916637e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.068564324647572868e-17
5.207183413662816065e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.015430978183793556e-18 0.000000000000000000e+00
5.206652018618987086e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.808616326803809472e-17
5.206120732022224047e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.205589553839330392e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.205058484037126618e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.204527522582444590e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.203996669442130951e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.048796353977869535e-17
5.203465924583045989e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.466698700831230260e-17
5.202935287972062497e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.202404759576065771e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.201874339361958164e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.201344027296653394e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.671823926625467267e-17
5.200813823347077687e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.200283727480170910e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.199753739662888847e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.199223859862199788e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.281292175756081184e-16 6.329440758490730233e-17
5.198694088045083390e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.594503008861540570e-16
5.198164424178534091e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.197634868229561107e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.090995334540051129e-16
5.197105420165185024e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.173748056626891064e-16
5.196576079952441205e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.629181480861502516e-17
5.196046847558377522e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.195517722950056623e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.050179122024314086e-16 5.908989181136438738e-17
5.194988706094553663e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.194459796958955167e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.520875801174712777e-17
5.193930995510365847e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.193402301715900649e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.192873715542685886e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.188469566357259190e-16
5.192345236957867201e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.451096012009526911e-17
5.191816865928598190e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.191288602422047234e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.190760446405398625e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.190232397845845753e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.189704456710599061e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.189176622966880359e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.188648896581926238e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.188121277522983519e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.032437205514735906e-17
5.187593765757316078e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.187066361252199158e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.186539063974921646e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.186011873892786070e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.185484790973108602e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.184957815183215644e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.264055240865233629e-16
5.184430946490450651e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.166100299634782596e-16
5.183904184862169586e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.183377530265740916e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.182850982668546749e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.182324542037980564e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.181798208341451755e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.181271981546381085e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.921102327566273397e-20
5.180745861620205233e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.213618583569637599e-16
5.180219848530372246e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.179693942244340406e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.179168142729587316e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.613525858492659257e-17
5.178642449953598543e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.311502071012181781e-17
5.178116863883877841e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.177591384487935784e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.177066011733302275e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.006274207079295610e-16 0.000000000000000000e+00
5.176540745587516312e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.176015586018132808e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.175490532992716908e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.174965586478849673e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.342534220391224927e-17
5.174440746444124670e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.173916012856145699e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.173391385682535883e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.324442871341044205e-17
5.172866864890925171e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.791274252616365010e-16
5.172342450448959426e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.420636433236969873e-17
5.171818142324298151e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.171293940484612222e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.588352070411068644e-17
5.170769844897587291e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.170245855530922654e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.169721972352326702e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.196785520932655542e-16
5.169198195329526015e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.358321365852782543e-17
5.168674524430257406e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.199512089556268751e-17
5.168150959622270193e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.167627500873328472e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.167104148151209984e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.088233636920240577e-16
5.166580901423702699e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.384133550251137238e-17
5.166057760658610505e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.165534725823747522e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.165011796886943785e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.164488973816040698e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.163966256578893308e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.163443645143368030e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.653515699778108638e-17
5.162921139477347197e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.162398739548723370e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.115346271260248629e-17
5.161876445325405030e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.161354256775309750e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.160832173866371022e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.160310196566535978e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.159788324843761984e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.085067066999717710e-16 0.000000000000000000e+00
5.159266558666020046e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.158744898001295951e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.158223342817585717e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.249645057693504676e-16 5.223093320042655810e-17
5.157701893082902416e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.002275772223743204e-17
5.157180548765267076e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.156659309832717781e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.156138176253302845e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.985685328494625929e-17
5.155617147995083087e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.822532944147160729e-17
5.155096225026136381e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.538262130487403802e-17
5.154575407314548556e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.438371387105712038e-17
5.154054694828421361e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.153534087535869048e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.153013585405017238e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.561835387467960963e-18 0.000000000000000000e+00
5.152493188404004059e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.503160979750108162e-17
5.151972896500985826e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.151452709664125678e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.733093279038288548e-17
5.150932627861600395e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.150412651061602674e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.166493325273681915e-17
5.149892779232336579e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.149373012342017546e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.049486882202234377e-17
5.148853350358874650e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.273756473899484120e-16
5.148333793251151747e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.147814340987104060e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.147294993534997047e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.146775750863114354e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.378295907903055200e-20
5.146256612939747583e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.003565929178983194e-20
5.145737579733203120e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.860971469739090509e-17
5.145218651211802126e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.296529839784203630e-17
5.144699827343873721e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.342210830249624391e-17
5.144181108097764081e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.522670363200223985e-16
5.143662493441829611e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.143143983344442631e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.088606828391120026e-17
5.142625577773983423e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.323844622100502829e-16 6.363874719382782404e-17
5.142107276698849319e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.974949942843259462e-17
5.141589080087447883e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.141070987908201460e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.156758409797640588e-16
5.140553000129542625e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.409995851639332445e-20
5.140035116719917596e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.139517337647787372e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.138999662881622044e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.138482092389907621e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.324018835024119494e-17
5.137964626141141480e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.137447264103834641e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.136930006246507219e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.136412852537695244e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.135895802945949526e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.101048413477901410e-17
5.135378857439828835e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.134862015987906716e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.187020611558285310e-16
5.134345278558769223e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.133828645121014915e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.133312115643254856e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.718637929537732820e-16
5.132795690094114889e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.132279368442229952e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.131763150656249763e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.131247036704836546e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.384029064352111294e-17
5.130731026556663892e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.203407577445931668e-17
5.130215120180419035e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.129699317544802852e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.129183618618525315e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.204019362158914117e-17
5.128668023370314586e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.128152531768904510e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.116022596929025794e-16 0.000000000000000000e+00
5.127637143783048259e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.336684780897734706e-17
5.127121859381504692e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.224489340129744317e-17
5.126606678533051991e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.093131511650186844e-16 0.000000000000000000e+00
5.126091601206476298e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.125576627370579672e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.337434084751975500e-16 0.000000000000000000e+00
5.125061756994172129e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.124546990046079600e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.124032326495141660e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.391245711273938536e-16
5.123517766310206980e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.123003309460137871e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.093545461375192195e-16 1.145186414168434486e-16
5.122488955913811424e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.121974705640113825e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.245444021233132423e-16
5.121460558607946041e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.120946514786220405e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.263696399107960636e-16
5.120432574143864031e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.119918736649811990e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.119405002273015839e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.118891370982437934e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.075150322264110218e-17
5.118377842747053705e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.827435477124304610e-17
5.117864417535850521e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.353253447127034312e-17
5.117351095317828253e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.866693809935184808e-17
5.116837876061999282e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.933151701259159974e-17
5.116324759737389059e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.124923214872259978e-18 1.378888937229285472e-16
5.115811746313034405e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.609464894052902005e-17
5.115298835757985216e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.114786028041303325e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.317070549597822067e-16
5.114273323132062501e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.113760720999351292e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.113248221612268480e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.301823744296016318e-17
5.112735824939925351e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.112223530951446264e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.190530863551092419e-17
5.111711339615967518e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.651735507524858101e-17
5.111199250902637914e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.714565333798420617e-17
5.110687264780618193e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.110175381219083306e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.549289143939650132e-16
5.109663600187217867e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.109151921654220132e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.108640345589302001e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.726509151692951281e-17
5.108128871961684467e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.288407018750137912e-16
5.107617500740604441e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.103465571076553937e-16 0.000000000000000000e+00
5.107106231895307928e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.106595065395056281e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.106084001209120515e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.105573039306785859e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.105062179657348338e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.104551422230117055e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.146536006785655703e-16
5.104040766994414184e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.103530213919572134e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.103019762974938089e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.102509414129868901e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.101999167353736198e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.312815860800788638e-16 7.021538714217809443e-17
5.101489022615921272e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.550796582097024518e-17
5.100978979885819626e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.100469039132838702e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.010729325054352865e-17
5.099959200326397308e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.099449463435927328e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.262311513396963662e-16
5.098939828430872581e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.821038932647867180e-17
5.098430295280688824e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.056330968166287545e-17
5.097920863954844890e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.161791853606043142e-16
5.097411534422820409e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.396392809985273227e-17
5.096902306654108088e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.096393180618212568e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.095884156284652136e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.081783323659616682e-18 6.217055786665745142e-17
5.095375233622954170e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.663037451543527581e-17
